id,author,filename,dateexecuted,orderexecuted,exectype,md5sum,description,comments,tag,liquibase,contexts,labels,deployment_id
1414872417007-263,pether,db-changelog-1.5.xml,2026-01-15 04:00:41.564918,263,EXECUTED,9:7d34f8665567dbd826ceff8e38177cc9,dropView viewName=view_worldbank_indicator_data_country_summary; createView viewName=view_worldbank_indicator_data_country_summary,"",,5.0.1,,,8446037746
672321-view_riksdagen_politician_experience_summary,pethers,db-changelog-1.28.xml,2026-01-15 04:00:42.795542,346,EXECUTED,9:3c2e1cfdcdcc06b9f96fd9f52d49c12a,createView viewName=view_riksdagen_politician_experience_summary,"",,5.0.1,,,8446037746
osint-2025111504-committee-productivity-matrix,intelligence-operative,db-changelog-1.30.xml,2026-01-15 04:00:43.189105,366,EXECUTED,9:07244f5572e4a6fe02140b2ee16c586f,createView viewName=view_committee_productivity_matrix,"Committee Productivity Matrix View
        
        Intelligence Purpose:
        - Monitor committee output and effectiveness by period
        - Benchmark committee performance against historical data
        - Identify productive vs. underperfo...",,5.0.1,,,8446037746
1736000000000-3,import-error-fix,db-changelog-1.36.xml,2026-01-15 04:00:43.568222,411,EXECUTED,9:7d4d1848977aaccfa3635879774c556e,"modifyDataType columnName=summary, tableName=document_element",Increase document_element.summary from VARCHAR(8192) to VARCHAR(65536) to match note field size,,5.0.1,,,8446037746
create-party-switcher-outcomes-view-1.57-003,intelligence-operative,db-changelog-1.57.xml,2026-01-21 00:44:39.466933,503,EXECUTED,9:6862c4e3283795138ffa775c0df28ee4,createView viewName=view_riksdagen_party_switcher_outcomes,"Create view_riksdagen_party_switcher_outcomes to measure post-transition career success.
        
        Purpose: Track political career trajectory after party switch - did they continue 
        serving, get re-elected, attain leadership positio...",,5.0.1,,,8952677820
1.69-001-01-index-decision_temporal_day,performance-engineer,db-changelog-1.69.xml,2026-01-24 15:25:45.494231,617,EXECUTED,9:c10a9c9d82235f6c417de9c0692f1338,"createIndex indexName=idx_decision_temporal_day, tableName=view_decision_temporal_trends",Create index idx_decision_temporal_day on view_decision_temporal_trends for query optimization,,5.0.1,,,9264743943
1414872417007-155,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.509467,155,EXECUTED,9:d1716def0fa248256460135662cb0605,"addForeignKeyConstraint baseTableName=document_status_container, constraintName=fk_6crp887w8xy3e4i143yyydjqv, referencedTableName=document_reference_container","",,5.0.1,,,8446037746
2414872417007-323,party_trends,db-changelog-1.23.xml,2026-01-15 04:00:42.259385,313,EXECUTED,9:345a31d3673a4e908c0f842854b543e7,dropView viewName=view_riksdagen_party_coalation_against_annual_summary; createView viewName=view_riksdagen_party_coalation_against_annual_summary,"",,5.0.1,,,8446037746
1414872417007-104,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.059947,104,EXECUTED,9:9f5914ca5b49f8cf29c24b7a85407e6d,"addPrimaryKey constraintName=document_element_pkey, tableName=document_element","",,5.0.1,,,8446037746
ministry-2025111703-risk-evolution,intelligence-operative,db-changelog-1.31.xml,2026-01-15 04:00:43.291875,370,EXECUTED,9:1a81b471095b1d7cb4d9c78e3393bb93,createView viewName=view_ministry_risk_evolution,"Ministry Risk Evolution View
        
        Intelligence Purpose:
        - Track historical changes in ministry risk scores
        - Monitor risk severity transitions for ministries
        - Identify risk patterns and triggers at ministry lev...",,5.0.1,,,8446037746
create-election-year-behavioral-patterns-view-1.60-001,intelligence-operative,db-changelog-1.60.xml,2026-01-21 00:44:39.611271,517,EXECUTED,9:685db28ff8044fb7380539706bd9f7d9,createView viewName=view_riksdagen_election_year_behavioral_patterns,"Create view_riksdagen_election_year_behavioral_patterns for comparing 
        behavioral metrics across all 7 election years (2002-2026) vs midterm years.
        
        Purpose: Systematic comparison of election year behavioral patterns vs 
  ...",,5.0.1,,,8952677820
document-ministry-views-fix-1.42-006,intelligence-operative,db-changelog-1.42.xml,2026-01-15 04:00:43.810988,438,EXECUTED,9:0f5bf4edfd8c9b20d4ace561ff91751c,sql,"Documentation for v1.42 views fix
        
        Summary:
        - Root cause: Dependency on unpopulated materialized view view_riksdagen_politician_document
        - Solution: Replace materialized view with direct base table queries in all vi...",,5.0.1,,,8446037746
2414872417007-324,party_trends,db-changelog-1.23.xml,2026-01-15 04:00:42.267405,314,EXECUTED,9:9aad9d408015cdda50e8624d708db21f,dropView viewName=view_riksdagen_party_ballot_support_annual_summary; createView viewName=view_riksdagen_party_ballot_support_annual_summary,"",,5.0.1,,,8446037746
1414872417007-24,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.32188,24,EXECUTED,9:6a981fe99433f472f37d626f792fd93e,createTable tableName=document_attachment,"",,5.0.1,,,8446037746
1414872417007-178,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.715537,178,EXECUTED,9:ff2b41caa6a89d740f2df18f82af73e5,"addForeignKeyConstraint baseTableName=aggregated_country_data, constraintName=fk_j7l4eldeihr8g7ax7rv2irgk1, referencedTableName=country_element","",,5.0.1,,,8446037746
create-election-proximity-trends-view-1.59-001,intelligence-operative,db-changelog-1.59.xml,2026-01-21 00:44:39.528621,509,EXECUTED,9:1d89eb720b7c0272ace71368c3344031,createView viewName=view_riksdagen_election_proximity_trends,"Create view_riksdagen_election_proximity_trends to track politician activity 
        by months until election, with Q4 pre-election focus.
        
        Purpose: Analyze behavioral changes in the 12 months before Swedish elections 
        (ty...",,5.0.1,,,8952677820
1414872417007-63,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.689342,63,EXECUTED,9:6d1944c67dd25f3a0648f9b1a5aa38b4,createTable tableName=sweden_municipality_election_0,"",,5.0.1,,,8446037746
1414872417007-134,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.320792,134,EXECUTED,9:2b80a19ab63216f2135737f548649efb,"addPrimaryKey constraintName=sweden_election_type_pkey, tableName=sweden_election_type","",,5.0.1,,,8446037746
1414872417007-78,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.834181,78,EXECUTED,9:74ab57d4e742f0f890d089863fe99534,"addPrimaryKey constraintName=aggregated_bug_data_pkey, tableName=aggregated_bug_data","",,5.0.1,,,8446037746
1414872417007-184,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.772465,184,EXECUTED,9:06e2186d554b8ab401562b3ad4b848ae,"addForeignKeyConstraint baseTableName=document_person_reference_da_0, constraintName=fk_lsfup3rosph7239t1idorm1cd, referencedTableName=document_person_reference_co_0","",,5.0.1,,,8446037746
career-trajectory-1.56-001,intelligence-operative,db-changelog-1.56.xml,2026-01-21 00:44:39.401269,497,EXECUTED,9:bb6a81dcfbb98fab873de3bcafc0f378,sqlFile path=view_riksdagen_politician_career_trajectory_v1.56.sql,"Create view_riksdagen_politician_career_trajectory to track politician performance 
        across election cycles (2002-2026). Provides attendance rates, win rates, leadership roles,
        and documents authored per cycle. Classifies career sta...",,5.0.1,,,8952677820
1414872417007-269,pether (generated),db-changelog-1.6.xml,2026-01-15 04:00:41.700786,269,EXECUTED,9:accbf9a9a30c5dd595a667a721f2ff89,addColumn tableName=application_action_event,"",,5.0.1,,,8446037746
312321-view_riksdagen_politician_ballot_summary,pethers,db-changelog-1.27.xml,2026-01-15 04:00:42.775718,345,EXECUTED,9:14219bf99de56328f50c56503b50306c,createView viewName=view_riksdagen_politician_ballot_summary,"",,5.0.1,,,8446037746
1.67-intro,performance-engineer,db-changelog-1.67.xml,2026-01-24 15:25:45.422579,599,EXECUTED,9:d41d8cd98f00b204e9800998ecf8427e,empty,"Database Changelog v1.67 - Predictive Intelligence Framework Performance Indexes
        
        Creates 10 performance indexes for Predictive Intelligence framework to optimize
        14 views supporting electoral forecasting and trend predicti...",,5.0.1,,,9264743943
1.63-013-idx-committee-proposal-document-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.272946,561,EXECUTED,9:cc9309a385247f047986241a76629f5c,"createIndex indexName=idx_committee_proposal_document_fk, tableName=committee_proposal_component_0","Create index on committee_proposal_component_0.document_committee_proposal__0 foreign key.
        Improves JOIN performance with document table.",,5.0.1,,,9264743943
1.67-idx-assignment-window-partition,performance-engineer,db-changelog-1.67.xml,2026-01-24 15:25:45.454323,607,EXECUTED,9:5e0077040d30bb453f573569407a60d7,"createIndex indexName=idx_assignment_window_partition, tableName=assignment_data","Window function optimization for career trajectory analysis.
        
        Supports: Career trajectory and role evolution views
        Query Optimization: LAG/LEAD operations on role transitions
        Expected Impact: 25%+ improvement in car...",,5.0.1,,,9264743943
672321-view_riksdagen_politician_experience_summary-update4,pethers,db-changelog-1.28.xml,2026-01-15 04:00:42.874599,350,EXECUTED,9:1126cc71ce6315bf43bcd967a39b9aa0,dropView viewName=view_riksdagen_politician_experience_summary; createView viewName=view_riksdagen_politician_experience_summary,"",,5.0.1,,,8446037746
1.63-012-idx-committee-proposal-container-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.269261,560,EXECUTED,9:37e0994170916328db782da4d24da9e2,"createIndex indexName=idx_committee_proposal_container_fk, tableName=committee_proposal_component_0","Create index on committee_proposal_component_0.committee_proposal_container_0 foreign key.
        Improves JOIN performance with committee_proposal_container table.",,5.0.1,,,9264743943
1.69-001-02-index-decision_temporal_quarter,performance-engineer,db-changelog-1.69.xml,2026-01-24 15:25:45.499117,618,EXECUTED,9:347841623e106e4b02c32739d64d69ca,"createIndex indexName=idx_decision_temporal_quarter, tableName=view_decision_temporal_trends",Create index idx_decision_temporal_quarter on view_decision_temporal_trends for query optimization,,5.0.1,,,9264743943
1.34-gov-proposals-002,intelligence-analyst,db-changelog-1.34.xml,2026-01-15 04:00:43.406415,387,EXECUTED,9:98ee9cac78930ae7df9dea29166db568,dropView viewName=view_riksdagen_goverment_proposals; createView viewName=view_riksdagen_goverment_proposals,"Fix view_riksdagen_goverment_proposals - broader document_type filter
        Catches 'prop', 'PROP', 'Proposition' variations",,5.0.1,,,8446037746
1414872417007-257,pether,db-changelog-1.5.xml,2026-01-15 04:00:41.508233,257,EXECUTED,9:505f6fa901adab3bd33ddb3ad4a44967,dropView viewName=view_riksdagen_committee_decision_type_summary; dropView viewName=view_riksdagen_committee_decision_type_org_summary; dropView viewName=view_riksdagen_committee_decisions; createView viewName=view_riksdagen_committee_decisions; c...,"",,5.0.1,,,8446037746
1414872417007-201,pether,db-changelog-1.0.xml,2026-01-15 04:00:40.911367,201,EXECUTED,9:765cc5f3190db16a819f460b2c3a9835,"modifyDataType columnName=content, tableName=document_content_data","",,5.0.1,,,8446037746
1414872417007-36,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.431781,36,EXECUTED,9:d0adee5ea53440f01cf604c105f9aa56,createTable tableName=document_status_container,"",,5.0.1,,,8446037746
1.63-014-idx-committee-proposal-list-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.276817,562,EXECUTED,9:b34d48c72c7e16c86ba3810ec8f9d064,"createIndex indexName=idx_committee_proposal_list_fk, tableName=committee_proposal_data","Create index on committee_proposal_data.committee_proposal_list_comm_0 foreign key.
        Improves JOIN performance with committee_proposal_list table.",,5.0.1,,,9264743943
672321-view_riksdagen_politician_experience_summary-update,pethers,db-changelog-1.28.xml,2026-01-15 04:00:42.814494,347,EXECUTED,9:45e09b8b79cdd4f087c589f1773919f9,dropView viewName=view_riksdagen_politician_experience_summary; createView viewName=view_riksdagen_politician_experience_summary,"",,5.0.1,,,8446037746
1.63-028-idx-sweden-party-region-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.3328,576,EXECUTED,9:576071dc9e00a9013ecabcd89adff9cd,"createIndex indexName=idx_sweden_party_region_fk, tableName=sweden_political_party","Create index on sweden_political_party.parties_sweden_election_regi_0 foreign key.
        Improves JOIN performance with sweden_election_region table.",,5.0.1,,,9264743943
1414872417007-100,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.026293,100,EXECUTED,9:6395d6fc88ce72da42c56ff1c5e07867,"addPrimaryKey constraintName=document_content_data_pkey, tableName=document_content_data","",,5.0.1,,,8446037746
1.59-document-pre-election-quarterly-activity-view,intelligence-operative,db-changelog-1.59.xml,2026-01-21 00:44:39.564477,512,EXECUTED,9:506b35ff5f379430a321421b17714969,sql,Add documentation for view_riksdagen_pre_election_quarterly_activity,,5.0.1,,,8952677820
1414872417007-234,pether,db-changelog-1.1.xml,2026-01-15 04:00:41.185259,234,EXECUTED,9:eaa93e3fb1b9d6745bc1bc4f6decb446,createView viewName=view_riksdagen_politician_document,"",,5.0.1,,,8446037746
1.69-005-02-index-election_temporal_year,performance-engineer,db-changelog-1.69.xml,2026-01-24 15:25:45.55051,630,EXECUTED,9:adaeba72188a01a96b9c71b379cd1d41,"createIndex indexName=idx_election_temporal_year, tableName=view_election_cycle_temporal_trends",Create index idx_election_temporal_year on view_election_cycle_temporal_trends for query optimization,,5.0.1,,,9264743943
fix-politician-risk-summary-matview-1.39-001,intelligence-operative,db-changelog-1.39.xml,2026-01-15 04:00:43.677796,422,EXECUTED,9:4c6fe59977c8548ce3b1bcceab3115b6,dropView viewName=view_politician_risk_summary; createView viewName=view_politician_risk_summary,"Fix view_politician_risk_summary by removing materialized view dependency
        
        Root Cause: The view uses LEFT JOIN on view_riksdagen_politician_document
        (materialized view). Even with LEFT JOIN, PostgreSQL cannot execute the
  ...",,5.0.1,,,8446037746
1414872417007-79,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.842254,79,EXECUTED,9:43c9e9f0ca5431b8014b60e80d39d58f,"addPrimaryKey constraintName=aggregated_country_data_pkey, tableName=aggregated_country_data","",,5.0.1,,,8446037746
new_changeset_id_5,pether,db-changelog-1.24.xml,2026-01-15 04:00:42.40805,328,EXECUTED,9:0c64722b12c51dca3e64006372ccc5c8,"createIndex indexName=application_action_event_page_idx, tableName=application_action_event; createIndex indexName=application_action_event_element_id_idx, tableName=application_action_event; createIndex indexName=application_action_event_page_cre...","",,5.0.1,,,8446037746
1.65-005-idx-assignment-ministry-person-dates,performance-engineer,db-changelog-1.65.xml,2026-01-24 15:25:45.387636,590,EXECUTED,9:3fe60c277812f1566b526c8fe2a71f23,sql,"Create composite index for ministry assignment lookups.
        
        Optimizes queries that join assignment_data for ministry-related analysis.
        Used in multiple pattern recognition views that track politician roles
        and ministry...",,5.0.1,,,9264743943
1414872417007-89,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.933193,89,EXECUTED,9:c1f8f3587b607f95154d9d70467c9c5e,"addPrimaryKey constraintName=countries_element_pkey, tableName=countries_element","",,5.0.1,,,8446037746
1414872417007-261,pether,db-changelog-1.5.xml,2026-01-15 04:00:41.548993,261,EXECUTED,9:a898f1a6d116c317439ac2289b616988,createView viewName=view_worldbank_indicator_data_country_summary,"",,5.0.1,,,8446037746
1414872417007-16,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.243291,16,EXECUTED,9:6fd8d778cf34128bd204c56041b7d25f,createTable tableName=countries_element,"",,5.0.1,,,8446037746
1.35-intro,intelligence-operative,db-changelog-1.35.xml,2026-01-15 04:00:43.451668,394,EXECUTED,9:32e18dd7e0d25938d04971bf2130e750,sql,"Database Changelog v1.35 - Party Decision Flow View
        
        Creates view_riksdagen_party_decision_flow for aggregating proposal
        decision data by party, enabling party-level legislative effectiveness
        and coalition analysis.",,5.0.1,,,8446037746
1414872417007-47,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.53137,47,EXECUTED,9:1c0bac7e7ad922b52a618676b42062a8,createTable tableName=person_container_element,"",,5.0.1,,,8446037746
